r,V(r)
0.00033546262790251185,-0.6029258033183074
0.0003388340833634261,-0.6029258033127787
0.0003422394225150394,-0.6029258033071382
0.00034567898589410494,-0.6029258033013838
0.0003491531174598264,-0.6029258032955132
0.00035266216462825575,-0.6029258032895239
0.00035620647830703403,-0.6029258032834137
0.00035978641293048306,-0.6029258032771802
0.0003634023264950478,-0.6029258032708205
0.0003670545805950984,-0.6029258032643324
0.0003707435404590882,-0.6029258032577133
0.00037446957498607833,-0.6029258032509606
0.00037823305678262576,-0.6029258032440713
0.0003820343622000467,-0.6029258032370427
0.00038587387137205064,-0.6029258032298725
0.0003897519682527548,-0.6029258032225572
0.0003936690406550783,-0.6029258032150941
0.00039762548028952584,-0.6029258032074803
0.0004016216828033581,-0.6029258031997127
0.00040565804782015684,-0.6029258031917882
0.0004097349789797868,-0.6029258031837035
0.00041385288397876164,-0.6029258031754556
0.0004180121746110129,-0.6029258031670411
0.00042221326680907034,-0.6029258031584566
0.00042645658068565383,-0.6029258031496986
0.00043074254057568753,-0.6029258031407637
0.0004350715750787321,-0.6029258031316483
0.00043944411710184546,-0.6029258031223489
0.000443860603902874,-0.6029258031128615
0.00044832147713417755,-0.6029258031031824
0.00045282718288679695,-0.6029258030933078
0.0004573781717350623,-0.602925803083234
0.0004619748987816513,-0.6029258030729563
0.0004666178237030984,-0.6029258030624711
0.00047130741079576537,-0.6029258030517741
0.00047604412902226933,-0.6029258030408611
0.00048082845205838073,-0.6029258030297274
0.0004856608583403892,-0.6029258030183692
0.0004905418311129505,-0.6029258030067811
0.0004954718584774093,-0.6029258029949591
0.0005004514334406108,-0.6029258029828983
0.0005054810539642003,-0.6029258029705938
0.0005105612230144218,-0.6029258029580408
0.0005156924486124138,-0.6029258029452342
0.0005208752438850126,-0.6029258029321689
0.0005261101271160638,-0.6029258029188396
0.0005313976217982529,-0.602925802905241
0.0005367382566854548,-0.6029258028913678
0.000542132565845609,-0.6029258028772143
0.0005475810887141261,-0.602925802862775
0.0005530843701478336,-0.6029258028480439
0.0005586429604794611,-0.602925802833015
0.0005642574155726738,-0.6029258028176828
0.0005699282968776604,-0.6029258028020407
0.0005756561714872761,-0.6029258027860828
0.0005814416121937556,-0.6029258027698022
0.0005872851975459913,-0.602925802753193
0.000593187511907387,-0.6029258027362482
0.0005991491455142981,-0.602925802718961
0.0006051706945350532,-0.6029258027013247
0.0006112527611295723,-0.6029258026833321
0.000617395953509584,-0.602925802664976
0.0006236008859994445,-0.6029258026462491
0.000629868179097574,-0.6029258026271438
0.0006361984595385052,-0.6029258026076526
0.0006425923603555579,-0.6029258025877678
0.0006490505209441411,-0.6029258025674811
0.0006555735871256958,-0.6029258025467845
0.0006621622112122764,-0.6029258025256701
0.0006688170520717824,-0.602925802504129
0.0006755387751938444,-0.6029258024821527
0.0006823280527563766,-0.6029258024597325
0.0006891855636927931,-0.6029258024368593
0.0006961119937599026,-0.6029258024135242
0.0007031080356064829,-0.6029258023897177
0.000710174388842549,-0.6029258023654301
0.0007173117601093135,-0.6029258023406519
0.0007245208631498506,-0.6029258023153733
0.0007318024188804728,-0.6029258022895839
0.0007391571554628196,-0.6029258022632736
0.0007465858083766792,-0.6029258022364317
0.0007540891204935341,-0.6029258022090476
0.0007616678421508473,-0.6029258021811104
0.0007693227312271008,-0.6029258021526086
0.0007770545532175816,-0.6029258021235312
0.0007848640813109316,-0.6029258020938664
0.0007927520964664691,-0.6029258020636024
0.0008007193874922814,-0.6029258020327267
0.0008087667511241114,-0.6029258020012276
0.0008168949921050283,-0.6029258019690922
0.0008251049232659046,-0.6029258019363074
0.0008333973656066964,-0.6029258019028604
0.000841773148378549,-0.6029258018687377
0.0008502331091667194,-0.6029258018339256
0.0008587780939743372,-0.6029258017984105
0.0008674089573070025,-0.6029258017621777
0.0008761265622582417,-0.6029258017252132
0.0008849317805958146,-0.6029258016875018
0.0008938254928488935,-0.6029258016490285
0.0009028085883961136,-0.602925801609778
0.0009118819655545162,-0.6029258015697347
0.0009210465316693785,-0.6029258015288824
0.000930303203204949,-0.602925801487205
0.0009396529058360961,-0.6029258014446854
0.0009490965745408727,-0.602925801401307
0.0009586351536940199,-0.6029258013570523
0.0009682695971614026,-0.6029258013119035
0.0009780008683953946,-0.6029258012658428
0.0009878299405312295,-0.6029258012188515
0.000997757796484312,-0.6029258011709109
0.0010077854290485105,-0.6029258011220018
0.0010179138409954387,-0.6029258010721048
0.0010281440451747298,-0.6029258010211997
0.0010384770646153282,-0.6029258009692664
0.0010489139326277893,-0.6029258009162838
0.0010594556929076101,-0.602925800862231
0.0010701033996396044,-0.6029258008070862
0.0010808581176033184,-0.6029258007508274
0.0010917209222795108,-0.602925800693432
0.0011026928999577018,-0.6029258006348773
0.0011137751478448032,-0.6029258005751398
0.0011249687741748374,-0.6029258005141952
0.0011362748983197658,-0.6029258004520197
0.0011476946509014264,-0.6029258003885881
0.0011592291739045914,-0.6029258003238751
0.0011708796207911744,-0.6029258002578549
0.0011826471566155727,-0.6029258001905009
0.0011945329581411752,-0.6029258001217861
0.0012065382139580404,-0.6029258000516834
0.0012186641246017523,-0.6029257999801645
0.001230911902673481,-0.6029257999072007
0.0012432827729612415,-0.6029257998327632
