r,y
0.00033546262790251185,6.309361311396221e-11
0.0003388340833634261,6.309361311396222e-06
0.0003422394225150394,1.261881726331223e-05
0.00034567898589410494,1.8928588685851594e-05
0.0003491531174598264,2.5238833323382065e-05
0.00035266216462825575,3.1549708932092e-05
0.00035620647830703403,3.786137328393393e-05
0.00035978641293048306,4.417398417056871e-05
0.0003634023264950478,5.048769940730986e-05
0.0003670545805950984,5.6802676837068626e-05
0.0003707435404590882,6.311907433429984e-05
0.00037446957498607833,6.943704980894838e-05
0.00037823305678262576,7.575676121039644e-05
0.0003820343622000467,8.20783665314121e-05
0.00038587387137205064,8.840202381209871e-05
0.0003897519682527548,9.472789114384549e-05
0.0003936690406550783,0.0001010561266732794
0.00039762548028952584,0.00010738688860621844
0.0004016216828033581,0.00011372033521162665
0.00040565804782015684,0.00012005662482556996
0.0004097349789797868,0.00012639591585517434
0.00041385288397876164,0.00013273836678258564
0.0004180121746110129,0.0001390841361689311
0.00042221326680907034,0.0001454333826582829
0.00042645658068565383,0.0001517862649816237
0.00043074254057568753,0.00015814294196081453
0.0004350715750787321,0.0001645035725125648
0.00043944411710184546,0.00017086831565240454
0.000443860603902874,0.00017723733049865954
0.00044832147713417755,0.00018361077627642838
0.00045282718288679695,0.0001899888123215632
0.0004573781717350623,0.0001963715980846517
0.0004619748987816513,0.00020275929313500303
0.0004666178237030984,0.00020915205716463646
0.00047130741079576537,0.00021555004999227343
0.00047604412902226933,0.0002219534315673317
0.00048082845205838073,0.00022836236197392373
0.0004856608583403892,0.00023477700143485823
0.0004905418311129505,0.00024119751031564468
0.0004954718584774093,0.00024762404912850194
0.0005004514334406108,0.00025405677853637025
0.0005054810539642003,0.00026049585935692743
0.0005105612230144218,0.000266941452566608
0.0005156924486124138,0.000273393719304627
0.0005208752438850126,0.0002798528208770074
0.0005261101271160638,0.0002863189187606117
0.0005313976217982529,0.000292792174607179
0.0005367382566854548,0.00029927275024736424
0.000542132565845609,0.0003057608076947842
0.0005475810887141261,0.0003122565091500658
0.0005530843701478336,0.0003187600170049006
0.0005586429604794611,0.00032527149384610303
0.0005642574155726738,0.0003317911024596752
0.0005699282968776604,0.00033831900583487464
0.0005756561714872761,0.0003448553671682885
